PAID,DATE,NGB Name,SPORT,Budget
"205,563.00",09/02/2011,British Rowing,Rowing,Exchequer
"54,132.00",09/02/2011,British Gymnastics,Gymnastics - Women's Artistic,Lottery
"70,400.00",09/02/2011,Uk Athletics,Athletics,Exchequer
"6,225.00",09/02/2011,Grand National Archery Society,Archery - Paralympic,Lottery
"2,487.00",09/02/2011,British Handball Association,Handball,Lottery
"3,435.00",09/02/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"634,219.00",09/02/2011,British Amateur Boxing Association Ltd,Boxing,Lottery
"55,510.00",09/02/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"11,140.00",09/02/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"36,946.00",09/02/2011,British Shooting,Target Shooting,Lottery
"36,412.00",09/02/2011,British Fencing Association,Fencing,Lottery
"36,399.00",09/02/2011,British Wrestling Association,Wrestling,Lottery
"11,534.00",09/02/2011,British Disabled Fencing Association,Disability Fencing,Lottery
"8,304.00",09/02/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"5,701.00",09/02/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"9,100.00",09/02/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"8,558.00",09/02/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"9,359.00",09/02/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"44,045.00",09/02/2011,Badminton England,Badminton,Lottery
"138,322.00",09/02/2011,Badminton England,Badminton,Exchequer
"111,169.00",09/02/2011,England Hockey,Hockey,Lottery
"94,520.00",09/02/2011,England Hockey,Hockey,Exchequer
"35,194.00",09/02/2011,British Triathlon Federation,Triathlon,Exchequer
"49,869.00",09/02/2011,British Swimming,Diving,Lottery
"15,634.00",09/02/2011,British Swimming,Synchronised Swimming,Exchequer
"23,934.00",09/02/2011,British Swimming,Diving,Exchequer
"12,000.00",09/02/2011,British Triathlon Federation,Triathlon,Lottery
"24,661.00",09/02/2011,British Swimming,Synchronised Swimming,Lottery
"33,333.00",09/02/2011,British Swimming,Swimming,Exchequer
"10,914.00",09/02/2011,British Blind Sport - Goalball,,Lottery
"6,276.00",09/02/2011,World Class Lifting (Paralympic),Powerlifting,Lottery
"8,122.00",09/02/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
"36,601.00",09/02/2011,World Class Lifting,Weightlifting,Lottery
"51,663.00",09/02/2011,British Judo Association,Judo,Exchequer
"55,177.00",09/02/2011,British Judo Association,Judo,Lottery
"1,174.00",09/02/2011,British Judo Association,Judo - Visually Impaired,Exchequer
902.00,09/02/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"3,557.00",09/02/2011,Pentathlon GB,Modern Pentathlon,Exchequer
813.00,09/02/2011,British Wrestling Association,Wrestling,Exchequer
"1,401.00",09/02/2011,The Tennis Foundation,Disability Tennis,Exchequer
"7,938.00",09/02/2011,British Judo Association,Judo - Visually Impaired,Lottery
"32,677.00",09/02/2011,Royal Yachting Association,Sailing,Exchequer
"37,535.00",09/02/2011,British Swimming,Swimming,Exchequer
"4,236.00",09/02/2011,British Judo Association,Judo,Exchequer
"1,640.00",09/02/2011,British Handball Association,Handball,Exchequer
"7,836.00",09/02/2011,England Hockey,Hockey,Exchequer
"5,589.00",09/02/2011,British Swimming,Para Swimming,Exchequer
371.00,09/02/2011,British Blind Sport - Goalball,,Exchequer
310.00,09/02/2011,British Disabled Fencing Association,Disability Fencing,Exchequer
"1,315.00",09/02/2011,Great Britain Boccia,Boccia,Exchequer
"2,137.00",09/02/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"1,215.00",09/02/2011,Grand National Archery Society,Archery - Paralympic,Exchequer
"2,038.00",09/02/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
770.00,09/02/2011,World Class Lifting,Weightlifting,Exchequer
"2,991.00",09/02/2011,British Triathlon Federation,Triathlon,Exchequer
"2,491.00",09/02/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"1,918.00",09/02/2011,British Swimming,Synchronised Swimming,Exchequer
"7,573.00",09/02/2011,British Equestrian Federation,Equestrian,Exchequer
"3,692.00",09/02/2011,British Swimming,Diving,Exchequer
"9,035.00",09/02/2011,British Canoe Union,Canoeing,Exchequer
"4,853.00",09/02/2011,British Performance Basketball Ltd,Basketball,Exchequer
"38,571.00",09/02/2011,British Rowing,Rowing,Exchequer
557.00,09/02/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
616.00,09/02/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
730.00,09/02/2011,British Judo Association,Judo - Visually Impaired,Exchequer
684.00,09/02/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Exchequer
"1,426.00",09/02/2011,British Fencing Association,Fencing,Exchequer
"38,268.00",09/02/2011,British Cycling Federation,Cycling,Exchequer
"4,511.00",09/02/2011,Badminton England,Badminton,Exchequer
"1,315.00",09/02/2011,British Rowing,Rowing - Adaptive,Exchequer
"5,730.00",09/02/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"1,388.00",09/02/2011,British Shooting,Target Shooting,Exchequer
888.00,09/02/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"1,973.00",09/02/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"37,522.00",09/02/2011,Uk Athletics,Athletics,Exchequer
"3,692.00",09/02/2011,Uk Athletics,Disability Athletics,Exchequer
"1,173.00",09/02/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"5,076.00",09/02/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"47,368.00",09/02/2011,Grand National Archery Society,Archery,Exchequer
"43,788.00",09/02/2011,Grand National Archery Society,Archery,Lottery
"3,326.00",09/02/2011,Grand National Archery Society,Archery,Exchequer
"6,263.00",09/02/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"30,825.00",09/02/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"115,000.00",09/02/2011,Sports Aid,,Exchequer
"37,307.00",09/02/2011,British Rowing,Rowing,Lottery
"4,894.00",09/02/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"66,347.00",09/02/2011,British Performance Basketball Ltd,Basketball,Lottery
"9,135.00",09/02/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"105,000.00",09/02/2011,Sports Aid,,Exchequer
"119,294.00",09/02/2011,British Swimming,Para Swimming,Lottery
"63,710.00",09/02/2011,British Amateur Boxing Association Ltd,Boxing,Lottery
"20,000.00",09/02/2011,Royal Yachting Association,Sailing,Exchequer
"11,024.00",09/02/2011,British Swimming,Diving,Lottery
"4,836.00",09/02/2011,Grand National Archery Society,Archery,Lottery
"58,500.00",09/02/2011,British Bobsleigh Ltd,Bobsleigh,Lottery
"22,900.00",09/02/2011,British Bobsleigh Ltd,Bobsleigh,Lottery
"4,836.00",09/02/2011,British Swimming,Diving,Lottery
"14,088.00",09/02/2011,British Swimming,Diving,Lottery
"145,576.00",09/02/2011,British Swimming,Swimming,Lottery
"22,311.00",09/02/2011,Grand National Archery Society,Archery,Lottery
"38,700.00",09/02/2011,British Bobsleigh Ltd,Bobsleigh,Lottery
"10,957.00",09/02/2011,British Swimming,Para Swimming,Lottery
"146,334.00",09/03/2011,Sports Coach UK,,Exchequer
"16,366.00",09/03/2011,sportscotland,,Exchequer
"10,915.00",09/03/2011,British Blind Sport - Goalball,,Lottery
371.00,09/03/2011,British Blind Sport - Goalball,,Exchequer
"37,500.00",09/03/2011,British Paralympic Performance Services Ltd,,Exchequer
"610,886.00",09/03/2011,English Institute of Sport Company,,Exchequer
"270,000.00",09/03/2011,Sports Aid,,Exchequer
"89,219.00",09/03/2011,British Amateur Boxing Association Ltd,Boxing,Lottery
"3,435.00",09/03/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"39,065.00",09/03/2011,Uk Athletics,Disability Athletics,Lottery
"8,590.00",09/03/2011,British Cycling Federation,Cycling - Paralympic,Lottery
"4,856.00",09/03/2011,British Performance Basketball Ltd,Basketball,Exchequer
"36,396.00",09/03/2011,British Wrestling Association,Wrestling,Lottery
"37,520.00",09/03/2011,Uk Athletics,Athletics,Exchequer
"4,507.00",09/03/2011,Badminton England,Badminton,Exchequer
"5,080.00",09/03/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"9,031.00",09/03/2011,British Canoe Union,Canoeing,Exchequer
"3,688.00",09/03/2011,British Swimming,Diving,Exchequer
"7,570.00",09/03/2011,British Equestrian Federation,Equestrian,Exchequer
"5,728.00",09/03/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"1,422.00",09/03/2011,British Fencing Association,Fencing,Exchequer
"114,833.00",09/03/2011,British Canoe Union,Canoeing,Lottery
"142,553.00",09/03/2011,British Canoe Union,Canoeing,Exchequer
"1,918.00",09/03/2011,British Swimming,Synchronised Swimming,Exchequer
"30,000.00",09/03/2011,Royal Yachting Association,Sailing,Exchequer
"37,078.00",09/03/2011,British Gymnastics,Gymnastics - Women's Artistic,Lottery
"6,199.00",09/03/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"80,070.00",09/03/2011,British Performance Basketball Ltd,Basketball,Lottery
"20,937.00",09/03/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"111,166.00",09/03/2011,England Hockey,Hockey,Lottery
"2,487.00",09/03/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"2,989.00",09/03/2011,British Triathlon Federation,Triathlon,Exchequer
"34,410.00",09/03/2011,Uk Athletics,Disability Athletics,Lottery
"58,500.00",09/03/2011,British Bobsleigh Ltd,Bobsleigh,Lottery
"38,494.00",09/03/2011,British Canoe Union,Canoeing,Lottery
"138,322.00",09/03/2011,Badminton England,Badminton,Exchequer
"100,992.00",09/03/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"8,304.00",09/03/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"4,898.00",09/03/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"35,192.00",09/03/2011,British Triathlon Federation,Triathlon,Exchequer
"2,138.00",09/03/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"3,688.00",09/03/2011,Uk Athletics,Disability Athletics,Exchequer
"1,319.00",09/03/2011,Great Britain Boccia,Boccia,Exchequer
619.00,09/03/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
"1,319.00",09/03/2011,British Rowing,Rowing - Adaptive,Exchequer
"306,252.00",09/03/2011,Uk Athletics,Athletics,Lottery
"261,157.00",09/03/2011,British Equestrian Federation,Equestrian,Lottery
"4,836.00",09/03/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"25,793.00",09/03/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"36,413.00",09/03/2011,British Fencing Association,Fencing,Lottery
"13,609.00",09/03/2011,British Rowing,Rowing - Adaptive,Lottery
"6,274.00",09/03/2011,World Class Lifting (Paralympic),Powerlifting,Lottery
"9,359.00",09/03/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"176,203.00",09/03/2011,Royal Yachting Association,Sailing,Lottery
"1,640.00",09/03/2011,British Handball Association,Handball,Exchequer
"4,235.00",09/03/2011,British Judo Association,Judo,Exchequer
"22,280.00",09/03/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"18,079.00",09/03/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"46,210.00",09/03/2011,Uk Athletics,Disability Athletics,Exchequer
"134,290.00",09/03/2011,British Equestrian Federation,Equestrian,Lottery
"39,117.00",09/03/2011,British Cycling Federation,Cycling,Exchequer
"44,046.00",09/03/2011,Badminton England,Badminton,Lottery
"225,901.00",09/03/2011,British Cycling Federation,Cycling,Lottery
"37,308.00",09/03/2011,British Rowing,Rowing,Lottery
"1,971.00",09/03/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"38,572.00",09/03/2011,British Rowing,Rowing,Exchequer
"37,537.00",09/03/2011,British Swimming,Swimming,Exchequer
"32,680.00",09/03/2011,Royal Yachting Association,Sailing,Exchequer
"205,564.00",09/03/2011,British Rowing,Rowing,Exchequer
"8,253.00",09/03/2011,The Tennis Foundation,Disability Tennis,Exchequer
"1,404.00",09/03/2011,The Tennis Foundation,Disability Tennis,Exchequer
"7,938.00",09/03/2011,British Judo Association,Judo - Visually Impaired,Lottery
"6,629.00",09/03/2011,British Swimming,Para Swimming,Lottery
812.00,09/03/2011,British Wrestling Association,Wrestling,Exchequer
"3,560.00",09/03/2011,Pentathlon GB,Modern Pentathlon,Exchequer
"45,763.00",09/03/2011,Pentathlon GB,Modern Pentathlon,Lottery
"12,269.00",09/03/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"50,983.00",09/03/2011,Pentathlon GB,Modern Pentathlon,Exchequer
"15,633.00",09/03/2011,British Swimming,Synchronised Swimming,Exchequer
"49,873.00",09/03/2011,British Swimming,Diving,Lottery
"23,937.00",09/03/2011,British Swimming,Diving,Exchequer
"9,135.00",09/03/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"101,561.00",09/03/2011,Royal Yachting Association,Sailing,Lottery
"55,176.00",09/03/2011,British Judo Association,Judo,Lottery
"3,227.00",09/03/2011,The Tennis Foundation,Disability Tennis,Lottery
"16,607.00",09/03/2011,British Equestrian Federation,Equestrian,Exchequer
"33,337.00",09/03/2011,British Swimming,Swimming,Exchequer
"17,363.00",09/03/2011,World Class Lifting (Paralympic),Powerlifting,Lottery
"70,402.00",09/03/2011,Uk Athletics,Athletics,Exchequer
"51,659.00",09/03/2011,British Judo Association,Judo,Exchequer
"7,119.00",09/03/2011,British Gymnastics,Gymnastics - Women's Artistic,Lottery
"16,706.00",09/03/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"427,193.00",09/03/2011,British Cycling Federation,Cycling,Lottery
"21,129.00",09/03/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"30,826.00",09/03/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"11,140.00",09/03/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"2,041.00",09/03/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"10,906.00",09/03/2011,Great Britain Boccia,Boccia,Lottery
"1,173.00",09/03/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
892.00,09/03/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"6,448.00",09/03/2011,British Equestrian Federation,Equestrian,Lottery
"5,088.00",09/03/2011,British Rowing,Rowing - Adaptive,Lottery
"9,104.00",09/03/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"22,642.00",09/03/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Lottery
"30,330.00",09/03/2011,Royal Yachting Association,Sailing,Lottery
"35,533.00",09/03/2011,Sport Taekwondo Limited,Taekwondo,Lottery
898.00,09/03/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"1,174.00",09/03/2011,British Judo Association,Judo - Visually Impaired,Exchequer
"53,199.00",09/03/2011,British Rowing,Rowing - Adaptive,Lottery
842.00,09/03/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"144,839.00",09/03/2011,British Swimming,Swimming,Lottery
687.00,09/03/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Exchequer
726.00,09/03/2011,British Judo Association,Judo - Visually Impaired,Exchequer
"19,142.00",09/03/2011,British Rowing,Rowing - Adaptive,Exchequer
"24,660.00",09/03/2011,British Swimming,Synchronised Swimming,Lottery
"9,537.00",09/03/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"8,119.00",09/03/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
"19,713.00",09/03/2011,British Equestrian Federation,Equestrian,Lottery
"2,487.00",09/03/2011,British Handball Association,Handball,Lottery
"39,425.00",09/03/2011,British Rowing,Rowing,Lottery
"38,268.00",09/03/2011,British Cycling Federation,Cycling,Exchequer
"5,592.00",09/03/2011,British Swimming,Para Swimming,Exchequer
"201,012.00",09/03/2011,British Rowing,Rowing,Lottery
"55,507.00",09/03/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"94,518.00",09/03/2011,England Hockey,Hockey,Exchequer
"111,741.00",09/03/2011,Royal Yachting Association,Sailing,Exchequer
"77,380.00",09/03/2011,Sport Taekwondo Limited,Taekwondo,Lottery
"12,001.00",09/03/2011,British Triathlon Federation,Triathlon,Lottery
"21,640.00",09/03/2011,Sport Taekwondo Limited,Taekwondo,Lottery
"19,953.00",09/03/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"7,837.00",09/03/2011,England Hockey,Hockey,Exchequer
"19,345.00",09/03/2011,British Rowing,Rowing,Lottery
"17,849.00",09/03/2011,Great Britain Boccia,Boccia,Exchequer
"18,800.00",10/03/2011,British Triathlon Federation,Triathlon,Exchequer
"22,700.00",10/03/2011,Badminton England,Badminton,Exchequer
"200,000.00",06/04/2011,English Institute of Sport Company,,Exchequer
"1,050.00",11/04/2011,Sports Council for Wales,,Exchequer
"37,500.00",11/04/2011,British Paralympic Performance Services Ltd,,Exchequer
"12,195.00",11/04/2011,British Blind Sport - Goalball,,Lottery
"25,000.00",11/04/2011,British Athletes Commission,,Exchequer
"10,000.00",11/04/2011,UKSAPLD,,Exchequer
